label,query,subcategory,exact_name,name_contains,district,aliases_en,aliases_zh,append_to,limit,enabled
聖地牙哥酒店,聖地牙哥酒店,hotel,聖地牙哥酒店,,,,,,1,true
英皇駿景酒店,英皇駿景酒店,hotel,英皇駿景酒店,,,,,,1,true
荃灣絲麗酒店,荃灣絲麗酒店,hotel,荃灣絲麗酒店,,,,,,1,true
荃灣西如心酒店,荃灣西如心酒店,hotel,荃灣西如心酒店,,,,,,1,true
荃灣遠東絲麗酒店,荃灣遠東絲麗酒店,hotel,荃灣遠東絲麗酒店,,,,,,1,true
華大海景酒店 (前稱),華大海景酒店 (前稱),hotel,華大海景酒店 (前稱),,,,,,1,true
華威酒店,華威酒店,hotel,華威酒店,,,,,,1,true
華爾概念酒店,華爾概念酒店,hotel,華爾概念酒店,,,,,,1,true
華美粵海酒店,華美粵海酒店,hotel,華美粵海酒店,,,,,,1,true
華美達海景酒店,華美達海景酒店,hotel,華美達海景酒店,,,,,,1,true
華美達盛景酒店,華美達盛景酒店,hotel,華美達盛景酒店,,,,,,1,true
華美達華麗酒店,華美達華麗酒店,hotel,華美達華麗酒店,,,,,,1,true
華麗海景酒店 (前稱),華麗海景酒店 (前稱),hotel,華麗海景酒店 (前稱),,,,,,1,true
華麗酒店 (別稱),華麗酒店 (別稱),hotel,華麗酒店 (別稱),,,,,,1,true
華麗酒店 (前稱),華麗酒店 (前稱),hotel,華麗酒店 (前稱),,,,,,1,true
萬麗海景酒店,萬麗海景酒店,hotel,萬麗海景酒店,,,,,,1,true
萬麗海景酒店 (前稱),萬麗海景酒店 (前稱),hotel,萬麗海景酒店 (前稱),,,,,,1,true
觀塘麗東酒店 (前稱),觀塘麗東酒店 (前稱),hotel,觀塘麗東酒店 (前稱),,,,,,1,true
豪東酒店 (前稱),豪東酒店 (前稱),hotel,豪東酒店 (前稱),,,,,,1,true
輝豪酒店,輝豪酒店,hotel,輝豪酒店,,,,,,1,true
逸東酒店,逸東酒店,hotel,逸東酒店,,,,,,1,true
逸東酒店 (前稱),逸東酒店 (前稱),hotel,逸東酒店 (前稱),,,,,,1,true
遠東絲麗酒店,遠東絲麗酒店,hotel,遠東絲麗酒店,,,,,,1,true
郵輪酒店,郵輪酒店,hotel,郵輪酒店,,,,,,1,true
都會海逸酒店,都會海逸酒店,hotel,都會海逸酒店,,,,,,1,true
金屋酒店,金屋酒店,hotel,金屋酒店,,,,,,1,true
銀鑛灣渡假酒店,銀鑛灣渡假酒店,hotel,銀鑛灣渡假酒店,,,,,,1,true
銅鑼灣利景酒店,銅鑼灣利景酒店,hotel,銅鑼灣利景酒店,,,,,,1,true
隆堡麗景酒店,隆堡麗景酒店,hotel,隆堡麗景酒店,,,,,,1,true
隆堡麗景酒店 (前稱),隆堡麗景酒店 (前稱),hotel,隆堡麗景酒店 (前稱),,,,,,1,true
雅悉酒店,雅悉酒店,hotel,雅悉酒店,,,,,,1,true
雅苑賓館 (前稱),雅苑賓館 (前稱),hotel,雅苑賓館 (前稱),,,,,,1,true
香港W酒店,香港W酒店,hotel,香港W酒店,,,,,,1,true
香港中華鼎美精品賓館,香港中華鼎美精品賓館,hotel,香港中華鼎美精品賓館,,,,,,1,true
香港九龍維景酒店,香港九龍維景酒店,hotel,香港九龍維景酒店,,,,,,1,true
香港凱悅酒店 - 沙田,香港凱悅酒店 - 沙田,hotel,香港凱悅酒店 - 沙田,,,,,,1,true
香港啟德帝盛酒店,香港啟德帝盛酒店,hotel,香港啟德帝盛酒店,,,,,,1,true
香港天際萬豪酒店,香港天際萬豪酒店,hotel,香港天際萬豪酒店,,,,,,1,true
香港富麗敦海洋公園酒店,香港富麗敦海洋公園酒店,hotel,香港富麗敦海洋公園酒店,,,,,,1,true
香港寶御酒店 (別稱),香港寶御酒店 (別稱),hotel,香港寶御酒店 (別稱),,,,,,1,true
香港數碼港艾美酒店,香港數碼港艾美酒店,hotel,香港數碼港艾美酒店,,,,,,1,true
香港旺角維景酒店,香港旺角維景酒店,hotel,香港旺角維景酒店,,,,,,1,true
香港沙田萬怡酒店,香港沙田萬怡酒店,hotel,香港沙田萬怡酒店,,,,,,1,true
香港海景絲麗酒店 (前稱),香港海景絲麗酒店 (前稱),hotel,香港海景絲麗酒店 (前稱),,,,,,1,true
香港海洋公園萬豪酒店,香港海洋公園萬豪酒店,hotel,香港海洋公園萬豪酒店,,,,,,1,true
香港灣仔睿景酒店,香港灣仔睿景酒店,hotel,香港灣仔睿景酒店,,,,,,1,true
香港珀麗酒店,香港珀麗酒店,hotel,香港珀麗酒店,,,,,,1,true
香港瑰麗酒店,香港瑰麗酒店,hotel,香港瑰麗酒店,,,,,,1,true
香港瑰麗酒店 (別稱),香港瑰麗酒店 (別稱),hotel,香港瑰麗酒店 (別稱),,,,,,1,true
香港盛庭酒店公寓,香港盛庭酒店公寓,hotel,香港盛庭酒店公寓,,,,,,1,true
香港粵海酒店 (別稱),香港粵海酒店 (別稱),hotel,香港粵海酒店 (別稱),,,,,,1,true
香港荃灣帝盛酒店,香港荃灣帝盛酒店,hotel,香港荃灣帝盛酒店,,,,,,1,true
香港荃灣絲麗酒店,香港荃灣絲麗酒店,hotel,香港荃灣絲麗酒店,,,,,,1,true
香港荃灣絲麗酒店 (別稱),香港荃灣絲麗酒店 (別稱),hotel,香港荃灣絲麗酒店 (別稱),,,,,,1,true
香港華美粵海酒店,香港華美粵海酒店,hotel,香港華美粵海酒店,,,,,,1,true
香港華美酒店 (前稱),香港華美酒店 (前稱),hotel,香港華美酒店 (前稱),,,,,,1,true
香港西九龍絲麗酒店 (前稱),香港西九龍絲麗酒店 (前稱),hotel,香港西九龍絲麗酒店 (前稱),,,,,,1,true
香港逸東酒店,香港逸東酒店,hotel,香港逸東酒店,,,,,,1,true
香港遠東絲麗酒店,香港遠東絲麗酒店,hotel,香港遠東絲麗酒店,,,,,,1,true
香港遨凱酒店,香港遨凱酒店,hotel,香港遨凱酒店,,,,,,1,true
香港銅鑼灣海景酒店 (前稱),香港銅鑼灣海景酒店 (前稱),hotel,香港銅鑼灣海景酒店 (前稱),,,,,,1,true
香港銅鑼灣維景酒店,香港銅鑼灣維景酒店,hotel,香港銅鑼灣維景酒店,,,,,,1,true
麗景酒店 (前稱),麗景酒店 (前稱),hotel,麗景酒店 (前稱),,,,,,1,true
麗東賓館,麗東賓館,hotel,麗東賓館,,,,,,1,true
麗豪航天城酒店,麗豪航天城酒店,hotel,麗豪航天城酒店,,,,,,1,true
龍華酒店,龍華酒店,hotel,龍華酒店,,,,,,1,true
Carmel School Association ELSA High School,Carmel School Association ELSA High School,school,Carmel School Association ELSA High School,,,,,,1,true
Cheung Chau Government Secondary School Block B,Cheung Chau Government Secondary School Block B,school,Cheung Chau Government Secondary School Block B,,,,,,1,true
Cheung Chau Government Secondary School Block C,Cheung Chau Government Secondary School Block C,school,Cheung Chau Government Secondary School Block C,,,,,,1,true
Guidepost Montessori International Kindergarten (Discovery Bay) (K609625A),Guidepost Montessori International Kindergarten (Discovery Bay) (K609625A),school,Guidepost Montessori International Kindergarten (Discovery Bay) (K609625A),,,,,,1,true
KING GEORGE V SCHOOL,KING GEORGE V SCHOOL,school,KING GEORGE V SCHOOL,,,,,,1,true
KOREAN INTERNATIONAL SCHOOL,KOREAN INTERNATIONAL SCHOOL,school,KOREAN INTERNATIONAL SCHOOL,,,,,,1,true
School of General Nursing,School of General Nursing,school,School of General Nursing,,,,,,1,true
Spanish School Hong Kong,Spanish School Hong Kong,school,Spanish School Hong Kong,,,,,,1,true
STAMFORD AMERICAN SCHOOL HONG KONG,STAMFORD AMERICAN SCHOOL HONG KONG,school,STAMFORD AMERICAN SCHOOL HONG KONG,,,,,,1,true
The Hong Kong Sea School Kiosk,The Hong Kong Sea School Kiosk,school,The Hong Kong Sea School Kiosk,,,,,,1,true
York Montessori International Pre-School (Mei Foo) (K604615A),York Montessori International Pre-School (Mei Foo) (K604615A),school,York Montessori International Pre-School (Mei Foo) (K604615A),,,,,,1,true
York Montessori International Pre-School (Tseung Kwan O) (K609749A),York Montessori International Pre-School (Tseung Kwan O) (K609749A),school,York Montessori International Pre-School (Tseung Kwan O) (K609749A),,,,,,1,true
三水同鄉會劉本章學校,三水同鄉會劉本章學校,school,三水同鄉會劉本章學校,,,,,,1,true
三水同鄉會劉本章學校(中學部),三水同鄉會劉本章學校(中學部),school,三水同鄉會劉本章學校(中學部),,,,,,1,true
